bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,0,,
0.4,0.5,29,0.4897764828698388,0.9120481250272894
0.5,0.6000000000000001,171,0.5238446805909364,0.8922934566735046
0.6000000000000001,0.7000000000000001,0,,
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
