bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,0,,
0.4,0.5,2,0.4793452769517898,0.9131357131344785
0.5,0.6000000000000001,137,0.567676325349042,0.9202721061130277
0.6000000000000001,0.7000000000000001,61,0.6222630221335614,0.9227186357320835
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
