bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,5,0.3817332684993744,0.6514373192120264
0.4,0.5,171,0.46879424111187806,0.3832502018472652
0.5,0.6000000000000001,183,0.5314925368366346,0.3668359089346119
0.6000000000000001,0.7000000000000001,3,0.6035312414169312,0.3947486878025966
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
