bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,1,0.3957183957099914,0.7902955447913281
0.4,0.5,60,0.4726533124844233,0.8123375977432197
0.5,0.6000000000000001,465,0.5560444675466065,0.8405270612466075
0.6000000000000001,0.7000000000000001,121,0.6211189061156974,0.8327347660683743
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
