bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,6,0.28303570051987964,0.49219503320102614
0.30000000000000004,0.4,83,0.36711268755326787,0.5113065814918614
0.4,0.5,168,0.4588820084574677,0.5267750478240105
0.5,0.6000000000000001,338,0.5470058946214484,0.6412778708071298
0.6000000000000001,0.7000000000000001,52,0.6231808673876983,0.6137529113400111
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
