bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,1,0.3668884634971618,0.4286571326745685
0.4,0.5,13,0.4713135132422814,0.7198978868869178
0.5,0.6000000000000001,126,0.5555285527592614,0.7869081651570909
0.6000000000000001,0.7000000000000001,60,0.6243900318940481,0.7567431053491611
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
