bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,2,0.3913581818342209,0.9136952883170537
0.4,0.5,14,0.4794297346046993,0.7847394852616688
0.5,0.6000000000000001,181,0.547777540446645,0.8500373693950781
0.6000000000000001,0.7000000000000001,3,0.6232319474220276,0.7989900408155415
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
