bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,3,0.3773820598920186,0.8035727580075199
0.4,0.5,42,0.4640725425311497,0.819574980782644
0.5,0.6000000000000001,112,0.5513880055929933,0.8264869337576366
0.6000000000000001,0.7000000000000001,41,0.6473963144348889,0.8352051072301534
0.7000000000000001,0.8,2,0.7119763791561127,0.8392641544525367
0.8,0.9,0,,
0.9,1.0,0,,
