bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,12,0.371529683470726,0.30394218046594473
0.4,0.5,139,0.46062349458392576,0.5007554516346621
0.5,0.6000000000000001,356,0.5566935361771101,0.6925356085896773
0.6000000000000001,0.7000000000000001,139,0.6227432219244593,0.7028042832235826
0.7000000000000001,0.8,1,0.704651951789856,0.5781019258136252
0.8,0.9,0,,
0.9,1.0,0,,
