claim,n_seeds_diffs,mean_diff,std_diff,seed_t,seed_p_one_sided,seed_pass,image_n,image_w,image_p_one_sided,image_median_diff,image_pass
C1a-isic,15,0.07846000000000002,0.0294562581272154,10.316119312611423,3.1722892928210485e-08,True,5000,11879946.5,0.0,0.06361733333333325,True
C1b-ph2,15,0.06834000000000001,0.030980980340478952,8.54329588576612,3.160882870068152e-07,True,1000,484123.0,7.568458541350483e-145,0.05941649999999993,True
C2-cbis,3,0.31906666666666667,0.009561554964195562,57.7980966210766,0.00014960564409089526,True,,,,,
C3-cbis-zeroshot-ge-rand100,15,-0.06673333333333335,0.025734014918188025,-10.043403233369492,0.9999999557338081,True,1810,245304.5,1.0,-0.04807049999999999,True
