run_name,dataset,n,ece,iou_pred_mean,iou_mean
zero_shot,dmid,269,0.0225246403993772,0.5177378122691328,0.514309765230274
decoder_only_seed0,dmid,269,0.13846916277503207,0.48611365851416466,0.6245828212891968
vpt_shallow_seed0,dmid,269,0.08403979864868043,0.5323711466390404,0.44863388054241743
vpt_deep_seed0,dmid,269,0.13421792383159106,0.5309574733657908,0.4114903370642464
lora_seed0,dmid,269,0.19464631702978005,0.5000161275987731,0.3053698105689931
lora_encoder_only_r28_all_seed0,dmid,269,0.0952271149042721,0.5342582477512856,0.6294853626555578
full_ft_seed0,dmid,269,0.09578146990124416,0.5593354190149272,0.6251072257508875
lora_cka_oodonly_late_l10_seed0,dmid,269,0.2525728087998237,0.35763945438826394,0.5890837143577647
lora_cka_oodonly_both_l10_pm20_seed0,dmid,269,0.17320005738093283,0.6734556662105716,0.5378522347638109
