bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,6,0.3795703401168187,0.5776852260668599
0.4,0.5,50,0.46797662913799287,0.6307919374088413
0.5,0.6000000000000001,123,0.5545526549098937,0.6553612807510426
0.6000000000000001,0.7000000000000001,90,0.628611085149977,0.5837633107529693
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
