bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,5,0.374003928899765,0.3569919052506199
0.4,0.5,103,0.4601744005402315,0.478599506169715
0.5,0.6000000000000001,137,0.5478194373367476,0.5527151010385939
0.6000000000000001,0.7000000000000001,24,0.6230094035466512,0.48111038928844274
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
