run_name,dataset,detector,threshold,auroc,auprc,n,n_fail
decoder_only_seed0,isic2018_test,iou_pred,0.5,0.32432432432432434,0.0014792899408284023,1000,1
decoder_only_seed0,isic2018_test,drift,0.5,0.8038038038038038,0.005076142131979695,1000,1
decoder_only_seed0,isic2018_test,iou_pred,0.3,,,1000,0
decoder_only_seed0,isic2018_test,drift,0.3,,,1000,0
decoder_only_seed0,isic2018_test,iou_pred,0.4,,,1000,0
decoder_only_seed0,isic2018_test,drift,0.4,,,1000,0
decoder_only_seed0,isic2018_test,iou_pred,0.6,0.6598196392785571,0.08481262327416172,1000,2
decoder_only_seed0,isic2018_test,drift,0.6,0.6938877755511023,0.00493615260076203,1000,2
decoder_only_seed0,isic2018_test,iou_pred,0.7,0.5544678714859438,0.04539018312020207,1000,4
decoder_only_seed0,isic2018_test,drift,0.7,0.8253012048192772,0.037302749109366706,1000,4
decoder_only_seed0,ph2,iou_pred,0.5,,,200,0
decoder_only_seed0,ph2,drift,0.5,,,200,0
decoder_only_seed0,ph2,iou_pred,0.3,,,200,0
decoder_only_seed0,ph2,drift,0.3,,,200,0
decoder_only_seed0,ph2,iou_pred,0.4,,,200,0
decoder_only_seed0,ph2,drift,0.4,,,200,0
decoder_only_seed0,ph2,iou_pred,0.6,,,200,0
decoder_only_seed0,ph2,drift,0.6,,,200,0
decoder_only_seed0,ph2,iou_pred,0.7,,,200,0
decoder_only_seed0,ph2,drift,0.7,,,200,0
decoder_only_seed0,busi,iou_pred,0.5,0.8418604651162791,0.0675251256281407,647,2
decoder_only_seed0,busi,drift,0.5,0.6589147286821705,0.014127906976744186,647,2
decoder_only_seed0,busi,iou_pred,0.3,,,647,0
decoder_only_seed0,busi,drift,0.3,,,647,0
decoder_only_seed0,busi,iou_pred,0.4,0.6934984520123839,0.005025125628140704,647,1
decoder_only_seed0,busi,drift,0.4,0.934984520123839,0.023255813953488372,647,1
decoder_only_seed0,busi,iou_pred,0.6,0.7836713468538742,0.045149434257758664,647,6
decoder_only_seed0,busi,drift,0.6,0.607904316172647,0.020224856873040153,647,6
decoder_only_seed0,busi,iou_pred,0.7,0.7779733959311425,0.04440358451874302,647,8
decoder_only_seed0,busi,drift,0.7,0.6394757433489828,0.023461840858235453,647,8
decoder_only_seed0,cbis_ddsm,iou_pred,0.5,0.5269047619047619,0.04477629357653417,362,12
decoder_only_seed0,cbis_ddsm,drift,0.5,0.3028571428571429,0.11500294373458499,362,12
decoder_only_seed0,cbis_ddsm,iou_pred,0.3,0.5300141242937854,0.035353115192334326,362,8
decoder_only_seed0,cbis_ddsm,drift,0.3,0.2097457627118644,0.01591094542417449,362,8
decoder_only_seed0,cbis_ddsm,iou_pred,0.4,0.4944314944314944,0.03864390415371716,362,11
decoder_only_seed0,cbis_ddsm,drift,0.4,0.24371924371924372,0.11184655931934477,362,11
decoder_only_seed0,cbis_ddsm,iou_pred,0.6,0.5155993431855501,0.04722131167247124,362,14
decoder_only_seed0,cbis_ddsm,drift,0.6,0.3228653530377668,0.11054193283942174,362,14
decoder_only_seed0,cbis_ddsm,iou_pred,0.7,0.5106589147286822,0.05478339685950035,362,18
decoder_only_seed0,cbis_ddsm,drift,0.7,0.3643410852713178,0.10217702191604554,362,18
full_ft_seed0,isic2018_test,iou_pred,0.5,,,1000,0
full_ft_seed0,isic2018_test,drift,0.5,,,1000,0
full_ft_seed0,isic2018_test,iou_pred,0.3,,,1000,0
full_ft_seed0,isic2018_test,drift,0.3,,,1000,0
full_ft_seed0,isic2018_test,iou_pred,0.4,,,1000,0
full_ft_seed0,isic2018_test,drift,0.4,,,1000,0
full_ft_seed0,isic2018_test,iou_pred,0.6,0.125751503006012,0.0017143036680469246,1000,2
full_ft_seed0,isic2018_test,drift,0.6,0.7570140280561122,0.0059722222222222225,1000,2
full_ft_seed0,isic2018_test,iou_pred,0.7,0.24038783015713808,0.0025345854232765815,1000,3
