bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,7,0.3828624870095934,0.7152466883486329
0.4,0.5,213,0.4691868164169956,0.7257981207006687
0.5,0.6000000000000001,112,0.5380014314183167,0.7231718101293657
0.6000000000000001,0.7000000000000001,30,0.6212291081746419,0.674514157745591
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
