image_id,dice,iou,hd95,iou_pred
IMD002,0.9443238379820478,0.8945203765680589,2.0,0.4928378760814667
IMD003,0.923778527329334,0.8583535552747493,5.830951690673828,0.46433648467063904
IMD004,0.9265314117048535,0.8631192582697341,5.830951690673828,0.5012270212173462
IMD006,0.8593375453860581,0.7533670823570645,21.954498291015625,0.5222009420394897
IMD008,0.9581650964559774,0.9196899558623896,0.0,0.5018221139907837
IMD009,0.959139188008886,0.9214865013261684,0.0,0.48238953948020935
IMD010,0.9413532603134759,0.889204325696666,2.0,0.5022313594818115
IMD013,0.9369825841323495,0.8814367197999613,3.605551242828369,0.5194876790046692
IMD014,0.9160059389958997,0.845028558687465,12.165525436401367,0.5298240780830383
IMD015,0.9510688949482784,0.9067029191603274,0.0,0.4997319281101227
IMD016,0.9196448812928957,0.851243137898816,7.280109882354736,0.4915764033794403
IMD017,0.9851853801015854,0.9708032982420308,0.0,0.5044264197349548
IMD018,0.9759787259361675,0.9530844237866611,0.0,0.49963822960853577
IMD019,0.9674894051170956,0.9370261282666316,0.0,0.4526039659976959
IMD020,0.9700279812720594,0.9418003243139709,0.0,0.4195975661277771
IMD021,0.9647871636789797,0.9319698614904264,0.0,0.4599442780017853
IMD022,0.941964381142589,0.8902955291429708,2.2360680103302,0.5409145951271057
IMD023,0.9706420655877137,0.9429587446099956,0.0,0.5013377070426941
IMD024,0.9045401570037709,0.8257173120382281,8.602325439453125,0.43749645352363586
IMD025,0.9529173354423207,0.9100688681968554,0.0,0.4895761013031006
IMD027,0.9222161777962861,0.8556596961262078,7.071067810058594,0.46935051679611206
IMD030,0.9508617122965641,0.9063263856074535,0.0,0.5082386136054993
IMD031,0.981531988056008,0.9637337418016125,0.0,0.5148937702178955
IMD032,0.9487360148066918,0.9024717180169829,1.0,0.5069596767425537
IMD033,0.9315061637259315,0.8717936707752809,5.0,0.4984210133552551
IMD035,0.8646104841114125,0.7615100122141997,22.472204208374023,0.46150168776512146
IMD036,0.9691919716563827,0.9402254784664629,0.0,0.5389574766159058
IMD037,0.8672806087333547,0.7656623656494516,16.0,0.4995681941509247
IMD038,0.8977058358185858,0.8143977034351741,10.049875259399414,0.5150038599967957
IMD039,0.9622354489371945,0.9272194236661677,0.0,0.49864262342453003
IMD040,0.9046117315331735,0.8258366075074435,8.062257766723633,0.4984292685985565
IMD041,0.9754150563496098,0.9520099454853366,0.0,0.47457268834114075
IMD042,0.9626983482963575,0.9280794518309833,0.0,0.46962180733680725
IMD043,0.9655375135406774,0.9333712204930942,0.0,0.478549063205719
IMD044,0.9709113280599831,0.9434671224489309,0.0,0.5169961452484131
IMD045,0.919815178074622,0.8515349960535828,5.830951690673828,0.48074057698249817
IMD047,0.9346770893733487,0.8773650505871355,3.605551242828369,0.45948752760887146
IMD048,0.8355243108263712,0.7175111671246118,25.961509704589844,0.45118167996406555
IMD049,0.9173490640485978,0.8473174811814594,7.0,0.4622219502925873
IMD050,0.9707359307360002,0.9431359353973011,0.0,0.5296549797058105
IMD057,0.988189778760715,0.9766552640181752,0.0,0.5072916150093079
IMD058,0.9737862189191862,0.9489116564909378,0.0,0.5089059472084045
IMD061,0.9835398187344646,0.9676127376774747,0.0,0.5077612400054932
IMD063,0.9847774741000358,0.9700114496839887,0.0,0.5018761157989502
IMD064,0.9813643619196026,0.9634105908261661,0.0,0.5106069445610046
IMD065,0.9692071552206297,0.9402540579607125,0.0,0.510214626789093
IMD075,0.9579657324083468,0.9193226770004064,0.0,0.44877761602401733
IMD076,0.8560687178045729,0.7483567685656854,30.4138126373291,0.49629148840904236
IMD078,0.9369090565997249,0.8813065922688642,3.0,0.47659751772880554
IMD080,0.9615297589466456,0.9259097862750358,0.0,0.5004647374153137
IMD085,0.9364899910582106,0.8805652821173734,3.605551242828369,0.5072499513626099
IMD088,0.9673135916085637,0.9366963521049577,0.0,0.5007903575897217
IMD090,0.9518967703401052,0.9082089849575694,0.0,0.514411211013794
IMD091,0.9555321900408729,0.9148507794398412,0.0,0.522793710231781
IMD092,0.952041147306241,0.9084718783189343,0.0,0.4820084273815155
IMD101,0.9377133677745262,0.8827310250625331,5.0,0.5042415261268616
IMD103,0.9547293392412176,0.9133800221165577,0.0,0.38073548674583435
IMD105,0.9453584826914997,0.8963789753930748,1.0,0.48413243889808655
IMD107,0.953740776155514,0.9115721557524954,0.0,0.4526000916957855
IMD108,0.9613900258960442,0.9256506772195371,0.0,0.45820897817611694
IMD112,0.9163893291073292,0.8456813445299353,12.727922439575195,0.538801908493042
IMD118,0.9749124786955442,0.951052918345039,0.0,0.4641827642917633
IMD120,0.9521064125472145,0.9085907423688993,0.0,0.4631156623363495
IMD125,0.9777842311602188,0.9565340909093284,0.0,0.4832916557788849
IMD126,0.9461023873954495,0.8977175544192725,1.0,0.472873717546463
IMD132,0.9360054689030386,0.8797089097242548,2.0,0.44201141595840454
IMD133,0.9507597665494559,0.9061411640908844,0.0,0.4643605649471283
IMD134,0.9714423301425277,0.9444704547070691,0.0,0.47585517168045044
IMD135,0.9468411649684685,0.899048779228268,1.4142135381698608,0.5336167812347412
IMD137,0.9473835426851408,0.9000272949391188,1.0,0.5003345608711243
IMD138,0.9575623784758853,0.9185800269526134,0.0,0.4722139835357666
IMD139,0.9614042114902275,0.9256769785963135,0.0,0.4434833228588104
IMD140,0.9620671013402163,0.9269068381807449,0.0,0.5245939493179321
IMD142,0.966735973652367,0.9356136950492565,0.0,0.48259180784225464
IMD143,0.9595193890211887,0.9221886298478652,0.0,0.4737723767757416
IMD144,0.9731320534442442,0.9476701037447667,0.0,0.46490731835365295
IMD146,0.8634709020837936,0.7597437704565609,24.75883674621582,0.5582017302513123
IMD147,0.9644766515794638,0.9313905408802506,0.0,0.5298799872398376
IMD149,0.9861481536279351,0.9726748115681513,0.0,0.5171018838882446
IMD150,0.9656314757511109,0.9335468482593139,0.0,0.5077106356620789
IMD152,0.969058592898053,0.9399744604518575,0.0,0.45968618988990784
IMD153,0.9433912090070619,0.8928481544438301,2.2360680103302,0.5005423426628113
IMD154,0.9786224348169091,0.9581397400691056,0.0,0.5176606774330139
IMD155,0.9818482813976455,0.9643437843875555,0.0,0.5662621855735779
IMD156,0.9290817556981107,0.8675561936147229,3.0,0.5025461912155151
IMD157,0.9571583182618157,0.9178366525075928,0.0,0.45583200454711914
IMD159,0.9792751361817176,0.959391870321007,0.0,0.47963500022888184
IMD160,0.9879332162250296,0.9761541748659092,0.0,0.5205392837524414
IMD161,0.9844050460728124,0.9692890283338464,0.0,0.5134466886520386
IMD162,0.9672308754700615,0.936541238982612,0.0,0.4597335159778595
IMD164,0.9778072707012614,0.956578189880262,0.0,0.4642135500907898
IMD166,0.9198806956140869,0.8516473058846036,11.704699516296387,0.5268416404724121
IMD168,0.9628310125345595,0.9283260723863319,0.0,0.4579695761203766
IMD169,0.9780551868275111,0.9570528410348941,0.0,0.47530317306518555
IMD170,0.9546300594729354,0.9131983066125618,0.0,0.5103462338447571
IMD171,0.9780013205946112,0.9569496911324477,0.0,0.4149012565612793
IMD173,0.9750267409393797,0.9512704183454194,0.0,0.5331583023071289
IMD175,0.9717105183303628,0.9449775920616288,0.0,0.49028804898262024
IMD176,0.9776889432617712,0.9563517256491723,0.0,0.5218394994735718
IMD177,0.9690766702240823,0.9400084780649124,0.0,0.4613437354564667
IMD182,0.9740608876639792,0.9494334273367948,0.0,0.5187237858772278
IMD196,0.948397669838971,0.9018596123633502,1.0,0.4075154960155487
IMD197,0.9387314002651944,0.884537053579054,3.0,0.48429587483406067
IMD198,0.959264919529974,0.9217186366938236,0.0,0.4470987915992737
IMD199,0.9705322352740519,0.9427514571401641,0.0,0.48234325647354126
IMD200,0.9835973660352639,0.9677241411689276,0.0,0.48597827553749084
IMD203,0.964671572146605,0.9317541624419793,0.0,0.495805561542511
IMD204,0.928822705339814,0.8671045493321882,3.0,0.48411673307418823
IMD206,0.9718549431858906,0.9452508055600899,0.0,0.4869932234287262
IMD207,0.9586781165482712,0.9206357148384074,0.0,0.46548911929130554
IMD208,0.9836565641763617,0.9678387536190212,0.0,0.4672771990299225
IMD210,0.9351919528023518,0.8782728072573691,5.0,0.5051277279853821
IMD211,0.949649040134856,0.9041254556066959,1.0,0.5408172011375427
IMD219,0.9519441012731822,0.9082951610020674,0.0,0.518491804599762
IMD226,0.9608040627971189,0.9245648759784131,0.0,0.4905999004840851
IMD240,0.961222806072409,0.9253406906615729,0.0,0.5181859135627747
IMD242,0.9686710923197857,0.9392455550370769,0.0,0.5032994151115417
IMD243,0.9614081087784024,0.9256842046472138,0.0,0.5054438710212708
IMD251,0.9304275521001883,0.8699060581896264,3.1622776985168457,0.41069844365119934
IMD254,0.9783260075612649,0.9575716077748629,0.0,0.5210208296775818
IMD256,0.960683894460481,0.9243423529571446,0.0,0.4648717939853668
IMD278,0.963847502191219,0.9302178050333667,0.0,0.46357667446136475
IMD279,0.9571462874982541,0.9178145276027909,0.0,0.4378099739551544
IMD280,0.9576898899719206,0.9188147373400012,0.0,0.45234403014183044
IMD284,0.9660826468017907,0.9343905910984567,0.0,0.5064218640327454
IMD285,0.9656191420870971,0.9335237931950137,0.0,0.5442887544631958
IMD304,0.952264427380809,0.9088785875624749,0.0,0.47295036911964417
IMD305,0.8803757828812623,0.7863136304315592,17.0880069732666,0.48839882016181946
IMD306,0.9345259473360895,0.8770987383505752,3.0,0.4541785717010498
IMD312,0.9827460691114179,0.966077435801176,0.0,0.4638851284980774
IMD328,0.9548132285672818,0.9135335948226421,0.0,0.49309736490249634
IMD331,0.962897171038286,0.9284490834940955,0.0,0.4330236613750458
IMD339,0.968160510738937,0.9382859648378695,0.0,0.5007939338684082
IMD347,0.9623652002427766,0.9274604133053406,0.0,0.5152376890182495
IMD348,0.9728433707065598,0.9471227103657912,0.0,0.5016255974769592
IMD349,0.9789573797777018,0.9587820923328337,0.0,0.5122218728065491
IMD356,0.9685550263964989,0.9390273365847657,0.0,0.49501100182533264
IMD360,0.9584873517929261,0.9202839288060364,0.0,0.4138130843639374
IMD364,0.968179739951519,0.9383220871300544,0.0,0.4968155026435852
IMD365,0.9580286257020463,0.9194385271359445,0.0,0.5089606046676636
IMD367,0.9692063356951385,0.9402525153750125,0.0,0.42945078015327454
IMD368,0.8643564945341843,0.7611160459903415,26.07680892944336,0.5338456630706787
IMD369,0.9774440522596892,0.9558832007380812,0.0,0.5189416408538818
IMD370,0.9716396279058341,0.9448435142704529,0.0,0.45979031920433044
IMD371,0.9620998681362803,0.9269676711657654,0.0,0.5239868760108948
IMD372,0.9664741268369602,0.935123301634745,0.0,0.473041832447052
IMD374,0.959543481889712,0.9222331401535862,0.0,0.47410377860069275
IMD375,0.9727772939748713,0.9469974605013077,0.0,0.499689519405365
IMD376,0.9686182853008641,0.9391462651474463,0.0,0.44412723183631897
IMD378,0.944767832476091,0.8953175059978246,2.2360680103302,0.514700710773468
IMD379,0.9740267862727634,0.9493686318908414,0.0,0.49029165506362915
IMD380,0.9705540417802889,0.9427926099772206,0.0,0.5058781504631042
IMD381,0.963427212694378,0.9294351776286949,0.0,0.5047615170478821
IMD382,0.9817026201176594,0.9640627968925503,0.0,0.5027540922164917
IMD383,0.9718009456310728,0.9451486475328351,0.0,0.49114981293678284
IMD384,0.9694152152299352,0.9406457669045157,0.0,0.46002432703971863
IMD385,0.9671952411586994,0.936474423533761,0.0,0.4661884605884552
IMD386,0.9685396400536582,0.9389984120226268,0.0,0.4707881212234497
IMD388,0.9620791766093068,0.9269292559970596,0.0,0.5160524249076843
IMD389,0.9690052203804601,0.9398740318918939,0.0,0.5200883746147156
IMD390,0.9785270897210455,0.957956965744621,0.0,0.46284016966819763
IMD392,0.9676607508008084,0.9373476321390026,0.0,0.4600021243095398
IMD393,0.9516804247326779,0.9078151807764143,0.0,0.5082930326461792
IMD394,0.9697767854159123,0.941326861681672,0.0,0.4979766309261322
IMD395,0.9695976063366945,0.9409892798187798,0.0,0.44817468523979187
IMD396,0.9528697520878793,0.9099820714643955,0.0,0.5434404611587524
IMD397,0.908483837075944,0.8323136825041795,13.416407585144043,0.5368034839630127
IMD398,0.9699897847600722,0.9417283153198258,0.0,0.5113009214401245
IMD399,0.9512661609922523,0.9070615685410808,0.0,0.4593258202075958
IMD400,0.9592395336619658,0.9216717627997294,0.0,0.5245527625083923
IMD402,0.9705157381296255,0.942720325191272,0.0,0.5136439800262451
IMD403,0.9299913710396989,0.8691438048900865,10.29563045501709,0.5097949504852295
IMD404,0.8190941588492857,0.6936151302726993,94.5409927368164,0.5151016712188721
IMD405,0.9681856712754138,0.9383332294603403,0.0,0.47319361567497253
IMD406,0.9738987876957846,0.9491254624958927,0.0,0.5376500487327576
IMD407,0.9397472775223632,0.8863427158446373,3.1622776985168457,0.46987810730934143
IMD408,0.9618830109140961,0.9265651376740344,0.0,0.5030570030212402
IMD409,0.9730861278344555,0.9475830001034653,0.0,0.5160277485847473
IMD410,0.967085431871996,0.9362685566771913,0.0,0.5072585940361023
IMD411,0.9703059056904711,0.9423244350460686,0.0,0.522200882434845
IMD413,0.971022620477758,0.9436773244992384,0.0,0.48383450508117676
IMD417,0.9782512282176482,0.957428337800882,0.0,0.48240384459495544
IMD418,0.9117144215149352,0.837752920317298,22.360679626464844,0.5106719732284546
IMD419,0.9845597866766558,0.9695891237696753,0.0,0.49704644083976746
IMD420,0.9550573883754535,0.9139807083670405,0.0,0.5038029551506042
IMD421,0.9767770555574418,0.9546082414029571,0.0,0.5111591815948486
IMD423,0.9793217334461974,0.9594813228979475,0.0,0.5176548361778259
IMD424,0.9610755490627522,0.925067793135268,0.0,0.5007935166358948
IMD425,0.9220242363509729,0.8553292823856632,19.0,0.5157238841056824
IMD426,0.9611117985598859,0.9251349637310804,0.0,0.5093976855278015
IMD427,0.9799161345686604,0.9606231093110782,0.0,0.4735558331012726
IMD429,0.9644200889692105,0.9312850497548072,0.0,0.4846424460411072
IMD430,0.9769539151148978,0.9549461451922067,0.0,0.5009598135948181
IMD431,0.9411776666053907,0.8888910225269484,3.605551242828369,0.5335450768470764
IMD432,0.9670683056967635,0.9362364530301712,0.0,0.5204328298568726
IMD433,0.9591450941120059,0.9214974043803217,0.0,0.47375139594078064
IMD434,0.9589337659850274,0.9211073557606445,0.0,0.44719454646110535
IMD435,0.8987613533818403,0.8161367712094065,31.14482307434082,0.49956804513931274
IMD436,0.9431643675169645,0.8924418694145344,3.0,0.51949542760849
IMD437,0.9763793561072684,0.9538488325071632,0.0,0.5028873085975647
