image_id,dice,iou,hd95,iou_pred,drift
IMD002,0.928036773612566,0.8657356435073922,7.0,0.6258310079574585,0.14986461400985718
IMD003,0.9001284857518922,0.8183942161353241,11.045360565185547,0.5124434232711792,0.0881873369216919
IMD004,0.9318139850170475,0.8723330692849569,4.4721360206604,0.5356700420379639,0.11720937490463257
IMD006,0.7941723368862278,0.6586118076245986,36.769554138183594,0.5990810394287109,0.06498992443084717
IMD008,0.9352202526932635,0.8783227283006557,3.0,0.5859146118164062,0.04704785346984863
IMD009,0.9228569183628395,0.8567635387498777,6.082762718200684,0.6098158955574036,0.058251261711120605
IMD010,0.853552168120294,0.7445189779998671,20.0,0.572235643863678,0.054609715938568115
IMD013,0.9049199312934467,0.8263504716716373,9.219544410705566,0.520362913608551,0.016335666179656982
IMD014,0.8950247006615926,0.809995210931585,17.804492950439453,0.48384180665016174,0.10505372285842896
IMD015,0.8936080993197627,0.8076777304413776,16.970561981201172,0.5626355409622192,0.07733076810836792
IMD016,0.8973672156313879,0.8138404991701762,12.529964447021484,0.40799251198768616,0.07748770713806152
IMD017,0.8618898132507684,0.7572990939592932,25.0,0.5635600090026855,0.17288702726364136
IMD018,0.8594880777940999,0.7535985034975524,15.29705810546875,0.5067787170410156,0.054452478885650635
IMD019,0.899451870789374,0.8172762707211182,9.848857879638672,0.560202956199646,0.06965059041976929
IMD020,0.9048058791122945,0.8261602777593271,11.0,0.6065930128097534,0.05047208070755005
IMD021,0.9548150780418677,0.9135369808563034,0.0,0.5787903666496277,0.0525895357131958
IMD022,0.8731635206536423,0.7748804166869797,28.160255432128906,0.6301011443138123,0.1301141381263733
IMD023,0.9251848141766248,0.8607850227459923,14.764822959899902,0.6148638129234314,0.3403933048248291
IMD024,0.9040573231211447,0.8249129650620264,9.05538558959961,0.5080230832099915,0.04408669471740723
IMD025,0.9459476374258216,0.8974389423272303,1.0,0.6033468246459961,0.0720205307006836
IMD027,0.8711215007892674,0.7716698487913934,20.615528106689453,0.5634706020355225,0.05521947145462036
IMD030,0.93463652711312,0.8772935724749257,6.082762718200684,0.6290143132209778,0.16512715816497803
IMD031,0.9339148942129087,0.8760228326456974,6.0,0.5727137923240662,0.15787023305892944
