image_id,dice,iou,hd95,iou_pred,drift
IMD002,0.9228725535838319,0.856790490906781,8.5440034866333,0.5411773920059204,0.12300050258636475
IMD003,0.9025028016440269,0.8223281143648271,11.661903381347656,0.6213212609291077,0.1254359483718872
IMD004,0.8391866304440619,0.7229298459627992,27.20294189453125,0.570175290107727,0.11275732517242432
IMD006,0.7819923233844371,0.6420257756981078,48.764739990234375,0.48856160044670105,0.09093910455703735
IMD008,0.9379674967709712,0.8831815353293369,2.2360680103302,0.5992350578308105,0.06970500946044922
IMD009,0.923975582374737,0.8586938802137304,6.0,0.550829291343689,0.07588648796081543
IMD010,0.8360329961803109,0.7182617663884944,26.0,0.5643042922019958,0.0844525694847107
IMD013,0.927523948656918,0.8648435062915053,6.324555397033691,0.5408115386962891,0.10208165645599365
IMD014,0.8744113964366547,0.7768481252108433,31.78049659729004,0.4944742023944855,0.12214899063110352
IMD015,0.9226639495324663,0.8564309614742152,8.246211051940918,0.5574552416801453,0.0726892352104187
IMD016,0.8839686301238481,0.7920643218321727,17.029386520385742,0.5730038285255432,0.09001493453979492
IMD017,0.9678500067175984,0.9377028658787666,0.0,0.5556712746620178,0.10295611619949341
IMD018,0.9479098547589593,0.9009777907788795,1.0,0.555040717124939,0.09256058931350708
IMD019,0.8975361822544855,0.8141184933313651,10.0,0.5994541645050049,0.0838087797164917
IMD020,0.9438722802335389,0.8937103558295745,1.4142135381698608,0.5178719758987427,0.09861338138580322
IMD021,0.9712659926636082,0.9441371489007345,0.0,0.4962342083454132,0.08855545520782471
IMD022,0.8899218912008365,0.8016750210161596,25.961509704589844,0.542266845703125,0.15152287483215332
IMD023,0.932559337605654,0.8736404471551011,8.0,0.5159595012664795,0.4909592270851135
IMD024,0.8927633871536023,0.8062986508905993,11.401754379272461,0.42846256494522095,0.11347031593322754
IMD025,0.9037012457999052,0.8243202341862718,12.083045959472656,0.5353984236717224,0.08724194765090942
IMD027,0.8785049647860971,0.7833337974777774,18.439088821411133,0.5413128733634949,0.08549672365188599
IMD030,0.9259451185826061,0.8621022394691654,9.219544410705566,0.5295135378837585,0.224104106426239
IMD031,0.9763338075545605,0.953761895000386,0.0,0.5293442606925964,0.1748390793800354
IMD032,0.9468136767758859,0.8989992140018619,1.0,0.5299740433692932,0.09938162565231323
IMD033,0.916954846033161,0.8466450753922027,9.05538558959961,0.5517685413360596,0.15209537744522095
IMD035,0.8423984841009274,0.7277102461701351,27.784887313842773,0.5435733199119568,0.10950106382369995
IMD036,0.9419172574425108,0.8902113412850173,3.0,0.5296830534934998,0.08997499942779541
IMD037,0.8484326972342132,0.7367634485605279,30.5941162109375,0.5404417514801025,0.09353917837142944
IMD038,0.861066866299811,0.7560293408124241,20.51828384399414,0.5619587302207947,0.12221235036849976
IMD039,0.8377368791586731,0.7207807458901965,25.495098114013672,0.5752825140953064,0.12416213750839233
IMD040,0.9271495103535805,0.8641926524729131,4.123105525970459,0.4478493332862854,0.15704095363616943
IMD041,0.9308397529892541,0.8706269762573366,5.385164737701416,0.5549554228782654,0.09845775365829468
IMD042,0.914008618717963,0.8416352417449623,10.049875259399414,0.532686710357666,0.09903711080551147
IMD043,0.9064990345180157,0.8289878684459494,8.602325439453125,0.5577023029327393,0.08402878046035767
IMD044,0.9414974790695826,0.8894617258371037,3.0,0.5274679660797119,0.16180557012557983
IMD045,0.887328496011845,0.7974757085378182,17.72004508972168,0.567919135093689,0.06286823749542236
IMD047,0.8816550125761059,0.7883569224979449,18.0,0.5286567807197571,0.09799128770828247
IMD048,0.8666149844316878,0.7646254119549091,18.0,0.4967176914215088,0.10187345743179321
IMD049,0.9299734888305005,0.8691125678881605,5.0,0.5658916234970093,0.09725087881088257
IMD050,0.9599706712399522,0.9230226924318043,0.0,0.39339348673820496,0.07220423221588135
IMD057,0.9728300174421399,0.9470973976669955,0.0,0.5400899052619934,0.07215946912765503
IMD058,0.9430130584253196,0.8921709638347227,3.0,0.5355331897735596,0.237978994846344
IMD061,0.928841243773211,0.8671368631156008,10.630146026611328,0.5430353879928589,0.28449273109436035
IMD063,0.9614724232642003,0.9258034594384875,0.0,0.5324645638465881,0.11076617240905762
IMD064,0.9597906946322128,0.9226899717964975,0.0,0.5165653824806213,0.23573368787765503
IMD065,0.965433669686953,0.9331771597427394,0.0,0.5354902148246765,0.22862207889556885
IMD075,0.9102290058808025,0.8352479656671411,12.0,0.5494720339775085,0.10004979372024536
IMD076,0.8139550753486609,0.6862767661086138,45.25483322143555,0.5343604683876038,0.10326623916625977
IMD078,0.9349386000217552,0.8778260108207397,3.605551242828369,0.5856204032897949,0.10622221231460571
IMD080,0.9250281747844129,0.8605138786767675,11.0,0.5369032025337219,0.37436389923095703
IMD085,0.9266233691593158,0.8632788739157523,5.656854152679443,0.5690677165985107,0.08254599571228027
IMD088,0.9152142458187484,0.8436820287243573,12.649110794067383,0.555614173412323,0.08558279275894165
IMD090,0.927227808766525,0.8643287142822786,8.0,0.5520610213279724,0.3824760913848877
IMD091,0.9636427900216303,0.9298365281231485,0.0,0.536321759223938,0.1322028636932373
IMD092,0.7957990900462928,0.6608524237728607,16.0,0.4700523912906647,0.2616385817527771
IMD101,0.9407182467420109,0.8880717937874176,4.0,0.5437783002853394,0.13351821899414062
IMD103,0.9024389099292662,0.8222220321895173,9.219544410705566,0.5813496112823486,0.09085738658905029
IMD105,0.8719689822836588,0.7730008914560752,15.620499610900879,0.6346901655197144,0.1322382092475891
IMD107,0.9356971422610885,0.8791643614012341,3.0,0.5598469376564026,0.08458960056304932
IMD108,0.9069446914461922,0.8297335773857383,11.0,0.5493638515472412,0.09514325857162476
IMD112,0.9177064499383316,0.8479274868506899,13.0,0.5222952961921692,0.15591442584991455
