run_name,method,dataset,seed,perturb_max_px,n_samples,dice_mean,dice_std,iou_mean,hd95_mean,n_images,trainable_params,peak_mem_mb,wall_clock_s,timestamp
zero_shot,zero_shot,isic2018_test,0,20,1,0.9206,0.0604,0.8582,12.8272,1000,0,10152,871.3,2026-09-11T00:29:04
zero_shot,zero_shot,isic2018_test,0,50,1,0.9144,0.0624,0.8478,15.0612,1000,0,10152,871.3,2026-09-11T00:29:04
zero_shot,zero_shot,isic2018_test,0,100,1,0.8708,0.0819,0.7796,29.3368,1000,0,10152,871.3,2026-09-11T00:29:04
zero_shot,zero_shot,isic2018_test,0,200,1,0.7673,0.1485,0.6435,84.8687,1000,0,10152,871.3,2026-09-11T00:29:04
zero_shot,zero_shot,ph2,0,20,1,0.9150,0.0720,0.8499,15.0309,200,0,10152,177.3,2026-09-11T00:32:02
zero_shot,zero_shot,ph2,0,50,1,0.9107,0.0685,0.8423,17.2002,200,0,10152,177.3,2026-09-11T00:32:02
zero_shot,zero_shot,ph2,0,100,1,0.8756,0.0790,0.7867,31.2383,200,0,10152,177.3,2026-09-11T00:32:02
zero_shot,zero_shot,ph2,0,200,1,0.7986,0.1204,0.6796,78.7721,200,0,10152,177.3,2026-09-11T00:32:02
zero_shot,zero_shot,busi,0,20,1,0.8504,0.0887,0.7487,18.2505,647,0,10152,509.2,2026-09-11T00:40:31
zero_shot,zero_shot,busi,0,50,1,0.8384,0.0980,0.7323,21.6019,647,0,10152,509.2,2026-09-11T00:40:32
zero_shot,zero_shot,busi,0,100,1,0.7579,0.1313,0.6264,44.3716,647,0,10152,509.2,2026-09-11T00:40:32
zero_shot,zero_shot,busi,0,200,1,0.6017,0.1807,0.4533,111.6221,647,0,10152,509.2,2026-09-11T00:40:32
zero_shot,zero_shot,cbis_ddsm,0,20,1,0.7483,0.1475,0.6160,12.3969,362,0,10152,254.0,2026-09-11T00:44:46
zero_shot,zero_shot,cbis_ddsm,0,50,1,0.6570,0.1839,0.5143,19.5945,362,0,10152,254.0,2026-09-11T00:44:46
zero_shot,zero_shot,cbis_ddsm,0,100,1,0.3905,0.2082,0.2648,55.3032,362,0,10152,254.0,2026-09-11T00:44:46
zero_shot,zero_shot,cbis_ddsm,0,200,1,0.1889,0.1531,0.1133,126.8450,362,0,10152,254.0,2026-09-11T00:44:46
lora_cka_oodonly_late_l10_pm20_seed1,lora,isic2018_test,1,20,1,0.9449,0.0453,0.8986,5.6417,1000,4353252,10153,910.5,2026-09-11T00:59:59
lora_cka_oodonly_late_l10_pm20_seed1,lora,isic2018_test,1,50,1,0.9118,0.0576,0.8425,11.7503,1000,4353252,10153,910.5,2026-09-11T00:59:59
lora_cka_oodonly_late_l10_pm20_seed1,lora,isic2018_test,1,100,1,0.8483,0.0873,0.7459,28.7877,1000,4353252,10153,910.5,2026-09-11T00:59:59
lora_cka_oodonly_late_l10_pm20_seed1,lora,isic2018_test,1,200,1,0.7595,0.1472,0.6329,65.7061,1000,4353252,10153,910.5,2026-09-11T00:59:59
lora_cka_oodonly_late_l10_pm20_seed1,lora,ph2,1,20,1,0.9434,0.0318,0.8944,4.3900,200,4353252,10153,184.3,2026-09-11T01:03:03
lora_cka_oodonly_late_l10_pm20_seed1,lora,ph2,1,50,1,0.9123,0.0439,0.8417,10.8737,200,4353252,10153,184.3,2026-09-11T01:03:03
lora_cka_oodonly_late_l10_pm20_seed1,lora,ph2,1,100,1,0.8617,0.0718,0.7639,24.9393,200,4353252,10153,184.3,2026-09-11T01:03:03
lora_cka_oodonly_late_l10_pm20_seed1,lora,ph2,1,200,1,0.8018,0.1170,0.6844,51.0267,200,4353252,10153,184.3,2026-09-11T01:03:04
lora_cka_oodonly_late_l10_pm20_seed1,lora,busi,1,20,1,0.8192,0.1126,0.7071,86.8692,647,4353252,10153,524.0,2026-09-11T01:11:48
lora_cka_oodonly_late_l10_pm20_seed1,lora,busi,1,50,1,0.7687,0.1235,0.6392,105.0561,647,4353252,10153,524.0,2026-09-11T01:11:48
lora_cka_oodonly_late_l10_pm20_seed1,lora,busi,1,100,1,0.6747,0.1437,0.5259,135.1086,647,4353252,10153,524.0,2026-09-11T01:11:48
lora_cka_oodonly_late_l10_pm20_seed1,lora,busi,1,200,1,0.5220,0.1841,0.3743,201.8117,647,4353252,10153,524.0,2026-09-11T01:11:48
lora_cka_oodonly_late_l10_pm20_seed1,lora,cbis_ddsm,1,20,1,0.5890,0.2178,0.4484,66.1937,362,4353252,10153,259.8,2026-09-11T01:16:08
lora_cka_oodonly_late_l10_pm20_seed1,lora,cbis_ddsm,1,50,1,0.4552,0.2127,0.3197,92.0646,362,4353252,10153,259.8,2026-09-11T01:16:08
lora_cka_oodonly_late_l10_pm20_seed1,lora,cbis_ddsm,1,100,1,0.2710,0.1817,0.1709,139.3121,362,4353252,10153,259.8,2026-09-11T01:16:08
lora_cka_oodonly_late_l10_pm20_seed1,lora,cbis_ddsm,1,200,1,0.1389,0.1245,0.0800,199.8993,362,4353252,10153,259.8,2026-09-11T01:16:08
lora_cka_oodonly_late_l10_pm20_seed2,lora,isic2018_test,2,20,1,0.9398,0.0453,0.8895,6.2515,1000,4353252,10153,906.5,2026-09-11T01:31:16
lora_cka_oodonly_late_l10_pm20_seed2,lora,isic2018_test,2,50,1,0.9080,0.0588,0.8363,12.4895,1000,4353252,10153,906.5,2026-09-11T01:31:16
lora_cka_oodonly_late_l10_pm20_seed2,lora,isic2018_test,2,100,1,0.8470,0.0897,0.7444,29.0950,1000,4353252,10153,906.5,2026-09-11T01:31:16
lora_cka_oodonly_late_l10_pm20_seed2,lora,isic2018_test,2,200,1,0.7600,0.1431,0.6327,64.4621,1000,4353252,10153,906.5,2026-09-11T01:31:16
lora_cka_oodonly_late_l10_pm20_seed2,lora,ph2,2,20,1,0.9398,0.0311,0.8879,4.9551,200,4353252,10153,186.6,2026-09-11T01:34:23
lora_cka_oodonly_late_l10_pm20_seed2,lora,ph2,2,50,1,0.9106,0.0458,0.8391,11.2192,200,4353252,10153,186.6,2026-09-11T01:34:23
lora_cka_oodonly_late_l10_pm20_seed2,lora,ph2,2,100,1,0.8590,0.0754,0.7603,25.2960,200,4353252,10153,186.6,2026-09-11T01:34:23
lora_cka_oodonly_late_l10_pm20_seed2,lora,ph2,2,200,1,0.7985,0.1198,0.6806,50.7529,200,4353252,10153,186.6,2026-09-11T01:34:23
lora_cka_oodonly_late_l10_pm20_seed2,lora,busi,2,20,1,0.8175,0.1225,0.7061,59.8708,647,4353252,10153,504.8,2026-09-11T01:42:48
lora_cka_oodonly_late_l10_pm20_seed2,lora,busi,2,50,1,0.7766,0.1307,0.6509,66.6213,647,4353252,10153,504.8,2026-09-11T01:42:48
lora_cka_oodonly_late_l10_pm20_seed2,lora,busi,2,100,1,0.6944,0.1444,0.5494,86.7753,647,4353252,10153,504.8,2026-09-11T01:42:48
lora_cka_oodonly_late_l10_pm20_seed2,lora,busi,2,200,1,0.5396,0.1815,0.3905,144.2823,647,4353252,10153,504.8,2026-09-11T01:42:48
lora_cka_oodonly_late_l10_pm20_seed2,lora,cbis_ddsm,2,20,1,0.4955,0.2534,0.3648,87.9022,362,4353252,10153,249.9,2026-09-11T01:46:58
lora_cka_oodonly_late_l10_pm20_seed2,lora,cbis_ddsm,2,50,1,0.4319,0.2127,0.2990,85.1278,362,4353252,10153,249.9,2026-09-11T01:46:58
lora_cka_oodonly_late_l10_pm20_seed2,lora,cbis_ddsm,2,100,1,0.2751,0.1655,0.1711,116.4929,362,4353252,10153,249.9,2026-09-11T01:46:58
lora_cka_oodonly_late_l10_pm20_seed2,lora,cbis_ddsm,2,200,1,0.1449,0.1187,0.0831,168.0147,362,4353252,10153,249.9,2026-09-11T01:46:58
