image_id,dice,iou,hd95,iou_pred,drift,drift_enc
IMG001,0.6739387032571965,0.5082259054936632,37.2155876159668,0.015215270221233368,0.8174267560243607,0.07412737607955933
IMG008,0.7816340576362566,0.6415429309810292,10.29563045501709,0.1529766321182251,0.795625165104866,0.10334140062332153
IMG010,1.260716086578326e-10,1.260716086578326e-10,186.07203674316406,0.11934062838554382,0.8580959886312485,0.08415764570236206
IMG011,0.39890307553448817,0.24914361489376613,74.94664764404297,0.34567856788635254,0.8926611766219139,0.09029799699783325
IMG012,0.47825152277039584,0.3142776417727313,52.77309799194336,0.2420617938041687,0.8865010589361191,0.08305436372756958
IMG014,0.5116016909805917,0.3437263318172524,15.264337539672852,0.23932954668998718,0.8125137835741043,0.10087287425994873
IMG015,0.8335847592847901,0.7146552361455432,10.049875259399414,0.19097837805747986,0.8587131798267365,0.07475727796554565
IMG021,0.8449416576633054,0.7315142679167851,5.0,0.04169312119483948,0.7589608728885651,0.0790482759475708
IMG024,0.16638749306720338,0.09074299640129459,48.0,0.21519678831100464,0.8473597019910812,0.08313339948654175
IMG025,0.49445048969935074,0.32841861816243434,28.844409942626953,0.16388307511806488,0.7824380844831467,0.09987741708755493
IMG026,0.5861641897039841,0.41459141541551847,24.166091918945312,0.11722976714372635,0.8224147707223892,0.08413046598434448
IMG027,0.005857468379883125,0.002937336923092109,62.7694206237793,0.1282275915145874,0.8654725253582001,0.07112663984298706
IMG029,0.09591300630618986,0.05037217660660979,132.0037841796875,0.2622472643852234,0.8474360406398773,0.09438282251358032
IMG030,0.433924956458807,0.27707800993120285,68.0606918334961,0.11867845803499222,0.8409872055053711,0.06665956974029541
IMG031,0.11826724750899215,0.0628501829323142,31.62277603149414,0.12554548680782318,0.8198906928300858,0.08781903982162476
IMG032,0.508482243947414,0.34091598442799037,17.464248657226562,0.10967549681663513,0.7939601987600327,0.11164605617523193
IMG033,0.6284542054267583,0.45820869268727626,20.248456954956055,0.12208407372236252,0.814812421798706,0.08627498149871826
IMG034,0.8662103298209697,0.7639956092638135,4.0,0.18478433787822723,0.8077825307846069,0.11997514963150024
IMG039,0.7223485632163843,0.5653721684254459,11.180339813232422,0.11626338958740234,0.7957186698913574,0.09711182117462158
IMG041,8.025682176544395e-10,8.025682176544395e-10,inf,0.2070043981075287,0.7907023280858994,0.10684448480606079
IMG043,0.7973547909776786,0.6630008459715835,15.29705810546875,0.037214748561382294,0.869844987988472,0.07282125949859619
IMG044,0.7895496145397063,0.6522775522495334,21.931713104248047,-0.020909510552883148,0.8397436887025833,0.06968200206756592
IMG045,0.36945209682132657,0.22658156575434926,473.0,0.17331020534038544,0.7392573654651642,0.07153284549713135
IMG046,0.4434431561680305,0.2848872226748831,139.0,0.18076789379119873,0.8508033603429794,0.0657433271408081
IMG048,0.8855016077761996,0.7945292823733692,8.0,0.17529594898223877,0.8206299841403961,0.07475996017456055
