run_name,method,dataset,seed,dice_mean,dice_std,iou_mean,hd95_mean,trainable_params,peak_mem_mb,wall_clock_s,timestamp,notes
decoder_only_n1000_seed1,decoder_only,isic2018_test,1,0.9466,0.0433,0.9014,5.6921,4058340,5265,240.3,2026-09-14T22:48:06,pm0
decoder_only_n1000_seed1,decoder_only,ph2,1,0.9442,0.0312,0.8960,5.6001,4058340,5265,43.9,2026-09-14T22:48:50,pm0
decoder_only_n1000_seed1,decoder_only,busi,1,0.8905,0.0669,0.8083,14.2774,4058340,5265,130.0,2026-09-14T22:51:00,pm0
decoder_only_n1000_seed1,decoder_only,cbis_ddsm,1,0.8228,0.1277,0.7134,8.6292,4058340,5265,69.1,2026-09-14T22:52:10,pm0
decoder_only_n1000_seed2,decoder_only,isic2018_test,2,0.9460,0.0428,0.9003,5.8505,4058340,5265,209.9,2026-09-14T22:55:56,pm0
decoder_only_n1000_seed2,decoder_only,ph2,2,0.9437,0.0314,0.8949,5.8758,4058340,5265,42.9,2026-09-14T22:56:39,pm0
decoder_only_n1000_seed2,decoder_only,busi,2,0.8897,0.0672,0.8070,14.3494,4058340,5265,124.7,2026-09-14T22:58:44,pm0
decoder_only_n1000_seed2,decoder_only,cbis_ddsm,2,0.8189,0.1296,0.7083,8.7497,4058340,5265,65.1,2026-09-14T22:59:49,pm0
decoder_only_n250_seed1,decoder_only,isic2018_test,1,0.9405,0.0427,0.8904,6.7465,4058340,5265,208.3,2026-09-14T23:03:25,pm0
decoder_only_n250_seed1,decoder_only,ph2,1,0.9402,0.0337,0.8890,6.5885,4058340,5265,43.0,2026-09-14T23:04:08,pm0
decoder_only_n250_seed1,decoder_only,busi,1,0.8878,0.0624,0.8032,13.7503,4058340,5265,124.7,2026-09-14T23:06:13,pm0
decoder_only_n250_seed1,decoder_only,cbis_ddsm,1,0.8050,0.1354,0.6898,9.6574,4058340,5265,65.3,2026-09-14T23:07:18,pm0
decoder_only_n250_seed2,decoder_only,isic2018_test,2,0.9408,0.0446,0.8911,7.1746,4058340,5265,210.6,2026-09-14T23:10:56,pm0
decoder_only_n250_seed2,decoder_only,ph2,2,0.9392,0.0336,0.8872,6.8009,4058340,5265,42.4,2026-09-14T23:11:39,pm0
decoder_only_n250_seed2,decoder_only,busi,2,0.8844,0.0644,0.7981,14.0796,4058340,5265,124.7,2026-09-14T23:13:44,pm0
decoder_only_n250_seed2,decoder_only,cbis_ddsm,2,0.7992,0.1353,0.6817,10.9268,4058340,5265,65.4,2026-09-14T23:14:49,pm0
decoder_only_n50_seed1,decoder_only,isic2018_test,1,0.9368,0.0446,0.8840,7.5232,4058340,5265,212.9,2026-09-14T23:18:30,pm0
decoder_only_n50_seed1,decoder_only,ph2,1,0.9348,0.0351,0.8795,7.5834,4058340,5265,43.7,2026-09-14T23:19:13,pm0
decoder_only_n50_seed1,decoder_only,busi,1,0.8848,0.0675,0.7992,16.3096,4058340,5265,125.2,2026-09-14T23:21:19,pm0
decoder_only_n50_seed1,decoder_only,cbis_ddsm,1,0.7924,0.1400,0.6733,15.0792,4058340,5265,68.7,2026-09-14T23:22:28,pm0
decoder_only_n50_seed2,decoder_only,isic2018_test,2,0.9378,0.0447,0.8858,7.2590,4058340,5265,216.4,2026-09-14T23:26:31,pm0
decoder_only_n50_seed2,decoder_only,ph2,2,0.9359,0.0348,0.8814,7.0658,4058340,5265,42.3,2026-09-14T23:27:13,pm0
decoder_only_n50_seed2,decoder_only,busi,2,0.8808,0.0672,0.7927,16.7200,4058340,5265,124.1,2026-09-14T23:29:18,pm0
decoder_only_n50_seed2,decoder_only,cbis_ddsm,2,0.7847,0.1440,0.6636,10.6840,4058340,5265,65.8,2026-09-14T23:30:24,pm0
lora_encoder_only_n1000_seed1,lora_encoder_only,isic2018_test,1,0.9572,0.0350,0.9198,3.0795,4128768,5281,225.4,2026-09-14T23:34:28,pm0
lora_encoder_only_n1000_seed1,lora_encoder_only,ph2,1,0.9565,0.0252,0.9177,2.9342,4128768,5281,44.9,2026-09-14T23:35:13,pm0
lora_encoder_only_n1000_seed1,lora_encoder_only,busi,1,0.9042,0.0610,0.8302,10.4085,4128768,5281,132.8,2026-09-14T23:37:26,pm0
lora_encoder_only_n1000_seed1,lora_encoder_only,cbis_ddsm,1,0.8041,0.1265,0.6863,9.6453,4128768,5281,69.8,2026-09-14T23:38:36,pm0
lora_encoder_only_n1000_seed2,lora_encoder_only,isic2018_test,2,0.9584,0.0367,0.9222,3.2771,4128768,5281,223.8,2026-09-14T23:42:27,pm0
lora_encoder_only_n1000_seed2,lora_encoder_only,ph2,2,0.9578,0.0252,0.9201,2.5025,4128768,5281,44.6,2026-09-14T23:43:12,pm0
lora_encoder_only_n1000_seed2,lora_encoder_only,busi,2,0.9047,0.0604,0.8310,10.6982,4128768,5281,133.1,2026-09-14T23:45:25,pm0
lora_encoder_only_n1000_seed2,lora_encoder_only,cbis_ddsm,2,0.8052,0.1259,0.6877,9.5961,4128768,5281,70.3,2026-09-14T23:46:36,pm0
lora_encoder_only_n250_seed1,lora_encoder_only,isic2018_test,1,0.9536,0.0440,0.9143,4.2883,4128768,5281,227.0,2026-09-14T23:50:30,pm0
lora_encoder_only_n250_seed1,lora_encoder_only,ph2,1,0.9534,0.0266,0.9121,3.3141,4128768,5281,44.9,2026-09-14T23:51:15,pm0
lora_encoder_only_n250_seed1,lora_encoder_only,busi,1,0.9075,0.0614,0.8357,9.9679,4128768,5281,132.1,2026-09-14T23:53:27,pm0
lora_encoder_only_n250_seed1,lora_encoder_only,cbis_ddsm,1,0.7798,0.1352,0.6547,11.3994,4128768,5281,70.6,2026-09-14T23:54:38,pm0
lora_encoder_only_n250_seed2,lora_encoder_only,isic2018_test,2,0.9533,0.0423,0.9135,4.4343,4128768,5281,222.4,2026-09-14T23:58:28,pm0
lora_encoder_only_n250_seed2,lora_encoder_only,ph2,2,0.9563,0.0261,0.9175,2.8273,4128768,5281,45.8,2026-09-14T23:59:14,pm0
lora_encoder_only_n250_seed2,lora_encoder_only,busi,2,0.9019,0.0564,0.8256,10.6244,4128768,5281,134.5,2026-09-15T00:01:28,pm0
lora_encoder_only_n250_seed2,lora_encoder_only,cbis_ddsm,2,0.7890,0.1293,0.6661,10.5973,4128768,5281,71.1,2026-09-15T00:02:39,pm0
lora_encoder_only_n50_seed1,lora_encoder_only,isic2018_test,1,0.9409,0.0458,0.8916,6.1687,4128768,5281,222.9,2026-09-15T00:06:29,pm0
lora_encoder_only_n50_seed1,lora_encoder_only,ph2,1,0.9445,0.0287,0.8961,4.6993,4128768,5281,45.0,2026-09-15T00:07:15,pm0
lora_encoder_only_n50_seed1,lora_encoder_only,busi,1,0.8909,0.0637,0.8086,12.1496,4128768,5281,134.0,2026-09-15T00:09:29,pm0
lora_encoder_only_n50_seed1,lora_encoder_only,cbis_ddsm,1,0.7280,0.1531,0.5917,13.9801,4128768,5281,70.0,2026-09-15T00:10:39,pm0
lora_encoder_only_n50_seed2,lora_encoder_only,isic2018_test,2,0.9460,0.0427,0.9003,5.0468,4128768,5281,220.6,2026-09-15T00:14:27,pm0
lora_encoder_only_n50_seed2,lora_encoder_only,ph2,2,0.9495,0.0273,0.9050,3.9269,4128768,5281,44.8,2026-09-15T00:15:12,pm0
lora_encoder_only_n50_seed2,lora_encoder_only,busi,2,0.8924,0.0650,0.8112,12.3702,4128768,5281,132.5,2026-09-15T00:17:24,pm0
lora_encoder_only_n50_seed2,lora_encoder_only,cbis_ddsm,2,0.7289,0.1538,0.5930,13.8871,4128768,5281,69.8,2026-09-15T00:18:34,pm0
lora_n1000_seed1,lora,isic2018_test,1,0.9523,0.0428,0.9117,4.6688,4353252,5267,211.5,2026-09-15T00:22:13,pm0
lora_n1000_seed1,lora,ph2,1,0.9542,0.0280,0.9137,2.9454,4353252,5267,43.3,2026-09-15T00:22:56,pm0
lora_n1000_seed1,lora,busi,1,0.8757,0.0866,0.7878,41.3623,4353252,5267,127.1,2026-09-15T00:25:03,pm0
lora_n1000_seed1,lora,cbis_ddsm,1,0.6575,0.2398,0.5292,57.3956,4353252,5267,66.8,2026-09-15T00:26:10,pm0
lora_n1000_seed2,lora,isic2018_test,2,0.9555,0.0434,0.9176,4.0926,4353252,5267,215.7,2026-09-15T00:29:53,pm0
lora_n1000_seed2,lora,ph2,2,0.9566,0.0251,0.9178,2.6141,4353252,5267,44.1,2026-09-15T00:30:37,pm0
lora_n1000_seed2,lora,busi,2,0.8895,0.0786,0.8086,31.4415,4353252,5267,130.4,2026-09-15T00:32:48,pm0
lora_n1000_seed2,lora,cbis_ddsm,2,0.7032,0.1934,0.5705,68.5884,4353252,5267,67.2,2026-09-15T00:33:55,pm0
lora_n250_seed1,lora,isic2018_test,1,0.9467,0.0497,0.9025,6.3347,4353252,5267,212.5,2026-09-15T00:37:35,pm0
lora_n250_seed1,lora,ph2,1,0.9490,0.0340,0.9048,4.0407,4353252,5267,43.2,2026-09-15T00:38:18,pm0
lora_n250_seed1,lora,busi,1,0.8402,0.1148,0.7389,88.8135,4353252,5267,127.3,2026-09-15T00:40:25,pm0
lora_n250_seed1,lora,cbis_ddsm,1,0.5228,0.2750,0.3984,123.7495,4353252,5267,66.3,2026-09-15T00:41:32,pm0
lora_n250_seed2,lora,isic2018_test,2,0.9477,0.0444,0.9036,5.6745,4353252,5267,211.2,2026-09-15T00:45:10,pm0
lora_n250_seed2,lora,ph2,2,0.9495,0.0296,0.9054,3.7635,4353252,5267,43.1,2026-09-15T00:45:53,pm0
lora_n250_seed2,lora,busi,2,0.8674,0.0911,0.7756,59.8534,4353252,5267,126.6,2026-09-15T00:48:00,pm0
lora_n250_seed2,lora,cbis_ddsm,2,0.5192,0.2585,0.3908,319.9790,4353252,5267,67.8,2026-09-15T00:49:08,pm0
lora_n50_seed1,lora,isic2018_test,1,0.9430,0.0414,0.8947,6.0754,4353252,5267,212.8,2026-09-15T00:52:48,pm0
lora_n50_seed1,lora,ph2,1,0.9469,0.0303,0.9006,4.6989,4353252,5267,43.1,2026-09-15T00:53:31,pm0
lora_n50_seed1,lora,busi,1,0.8505,0.0925,0.7497,100.8560,4353252,5267,127.3,2026-09-15T00:55:38,pm0
lora_n50_seed1,lora,cbis_ddsm,1,0.7214,0.1562,0.5838,82.8539,4353252,5267,66.7,2026-09-15T00:56:45,pm0
lora_n50_seed2,lora,isic2018_test,2,0.9387,0.0432,0.8873,6.6610,4353252,5267,216.6,2026-09-15T01:00:33,pm0
lora_n50_seed2,lora,ph2,2,0.9413,0.0325,0.8908,5.3210,4353252,5267,44.0,2026-09-15T01:01:17,pm0
lora_n50_seed2,lora,busi,2,0.8570,0.0909,0.7595,77.0796,4353252,5267,130.2,2026-09-15T01:03:27,pm0
lora_n50_seed2,lora,cbis_ddsm,2,0.6727,0.2043,0.5377,64.2935,4353252,5267,66.9,2026-09-15T01:04:34,pm0
