run_name,dataset,detector,threshold,n,n_fail,base_rate,aurc,flagged,k,recall,precision,residual_risk
decoder_only_seed0,busi,drift,0.5,647,2,0.0030911901081916537,0.001590230517109153,0.1,65,0.5,0.015384615384615385,0.001718213058419244
decoder_only_seed0,busi,drift,0.5,647,2,0.0030911901081916537,0.001590230517109153,0.2,130,0.5,0.007692307692307693,0.0019342359767891683
decoder_only_seed0,busi,drift,0.5,647,2,0.0030911901081916537,0.001590230517109153,0.3,195,0.5,0.005128205128205128,0.0022123893805309734
decoder_only_seed0,busi,drift,0.5,647,2,0.0030911901081916537,0.001590230517109153,0.5,324,0.5,0.0030864197530864196,0.0030959752321981426
decoder_only_seed0,busi,iou_pred,0.5,647,2,0.0030911901081916537,0.0005843842029613896,0.1,65,0.5,0.015384615384615385,0.001718213058419244
decoder_only_seed0,busi,iou_pred,0.5,647,2,0.0030911901081916537,0.0005843842029613896,0.2,130,0.5,0.007692307692307693,0.0019342359767891683
decoder_only_seed0,busi,iou_pred,0.5,647,2,0.0030911901081916537,0.0005843842029613896,0.3,195,0.5,0.005128205128205128,0.0022123893805309734
decoder_only_seed0,busi,iou_pred,0.5,647,2,0.0030911901081916537,0.0005843842029613896,0.5,324,1.0,0.006172839506172839,0.0
decoder_only_seed0,cbis_ddsm,drift,0.5,362,12,0.03314917127071823,0.08077575130776657,0.1,37,0.16666666666666666,0.05405405405405406,0.03076923076923077
decoder_only_seed0,cbis_ddsm,drift,0.5,362,12,0.03314917127071823,0.08077575130776657,0.2,73,0.25,0.0410958904109589,0.031141868512110725
decoder_only_seed0,cbis_ddsm,drift,0.5,362,12,0.03314917127071823,0.08077575130776657,0.3,109,0.25,0.027522935779816515,0.03557312252964427
decoder_only_seed0,cbis_ddsm,drift,0.5,362,12,0.03314917127071823,0.08077575130776657,0.5,181,0.25,0.016574585635359115,0.049723756906077346
decoder_only_seed0,cbis_ddsm,iou_pred,0.5,362,12,0.03314917127071823,0.03081672220584875,0.1,37,0.08333333333333333,0.02702702702702703,0.033846153846153845
decoder_only_seed0,cbis_ddsm,iou_pred,0.5,362,12,0.03314917127071823,0.03081672220584875,0.2,73,0.25,0.0410958904109589,0.031141868512110725
decoder_only_seed0,cbis_ddsm,iou_pred,0.5,362,12,0.03314917127071823,0.03081672220584875,0.3,109,0.3333333333333333,0.03669724770642202,0.03162055335968379
decoder_only_seed0,cbis_ddsm,iou_pred,0.5,362,12,0.03314917127071823,0.03081672220584875,0.5,181,0.4166666666666667,0.027624309392265192,0.03867403314917127
full_ft_seed0,busi,drift,0.5,647,3,0.00463678516228748,0.00235019946373927,0.1,65,0.0,0.0,0.005154639175257732
full_ft_seed0,busi,drift,0.5,647,3,0.00463678516228748,0.00235019946373927,0.2,130,0.0,0.0,0.005802707930367505
full_ft_seed0,busi,drift,0.5,647,3,0.00463678516228748,0.00235019946373927,0.3,195,0.0,0.0,0.00663716814159292
full_ft_seed0,busi,drift,0.5,647,3,0.00463678516228748,0.00235019946373927,0.5,324,1.0,0.009259259259259259,0.0
full_ft_seed0,busi,iou_pred,0.5,647,3,0.00463678516228748,0.0018300396885366178,0.1,65,0.6666666666666666,0.03076923076923077,0.001718213058419244
full_ft_seed0,busi,iou_pred,0.5,647,3,0.00463678516228748,0.0018300396885366178,0.2,130,0.6666666666666666,0.015384615384615385,0.0019342359767891683
full_ft_seed0,busi,iou_pred,0.5,647,3,0.00463678516228748,0.0018300396885366178,0.3,195,0.6666666666666666,0.010256410256410256,0.0022123893805309734
full_ft_seed0,busi,iou_pred,0.5,647,3,0.00463678516228748,0.0018300396885366178,0.5,324,0.6666666666666666,0.006172839506172839,0.0030959752321981426
full_ft_seed0,cbis_ddsm,drift,0.5,362,14,0.03867403314917127,0.01749259010577122,0.1,37,0.5,0.1891891891891892,0.021538461538461538
full_ft_seed0,cbis_ddsm,drift,0.5,362,14,0.03867403314917127,0.01749259010577122,0.2,73,0.5714285714285714,0.1095890410958904,0.020761245674740483
full_ft_seed0,cbis_ddsm,drift,0.5,362,14,0.03867403314917127,0.01749259010577122,0.3,109,0.6428571428571429,0.08256880733944955,0.019762845849802372
