run_name,method,dataset,seed,dice_mean,dice_std,iou_mean,hd95_mean,trainable_params,peak_mem_mb,wall_clock_s,timestamp,notes
zero_shot,zero_shot,isic2018_test,0,0.9072,0.0642,0.8359,14.6066,0,10509,438.5,2026-05-26T02:09:48,
decoder_only_seed2,decoder_only,isic2018_test,2,0.9485,0.0431,0.9049,5.2634,4058340,10509,438.5,2026-05-26T02:09:48,
zero_shot,zero_shot,ph2,0,0.9054,0.0755,0.8343,17.0328,0,10509,89.3,2026-05-26T02:11:17,
decoder_only_seed2,decoder_only,ph2,2,0.9468,0.0332,0.9008,5.0544,4058340,10509,89.3,2026-05-26T02:11:17,
zero_shot,zero_shot,busi,0,0.8234,0.0884,0.7082,20.4212,0,10509,262.9,2026-05-26T02:15:40,
decoder_only_seed2,decoder_only,busi,2,0.8928,0.0672,0.8122,14.3152,4058340,10509,262.9,2026-05-26T02:15:40,
zero_shot,zero_shot,cbis_ddsm,0,0.6924,0.1640,0.5506,15.2832,0,10509,135.3,2026-05-26T02:17:56,
decoder_only_seed2,decoder_only,cbis_ddsm,2,0.8283,0.1286,0.7217,9.2921,4058340,10509,135.3,2026-05-26T02:17:56,
full_ft_seed2,full_ft,isic2018_test,2,0.9607,0.0353,0.9263,2.5596,93729252,10185,386.6,2026-05-26T02:24:24,
full_ft_seed2,full_ft,ph2,2,0.9584,0.0274,0.9214,2.7501,93729252,10185,60.2,2026-05-26T02:25:24,
full_ft_seed2,full_ft,busi,2,0.9009,0.0643,0.8252,11.7213,93729252,10185,181.5,2026-05-26T02:28:26,
full_ft_seed2,full_ft,cbis_ddsm,2,0.8279,0.1252,0.7206,8.2910,93729252,10185,96.5,2026-05-26T02:30:03,
lora_seed2,lora,isic2018_test,2,0.9562,0.0406,0.9185,3.8380,4353252,10218,301.7,2026-05-26T02:35:06,
lora_seed2,lora,ph2,2,0.9570,0.0267,0.9187,2.5160,4353252,10218,61.5,2026-05-26T02:36:08,
lora_seed2,lora,busi,2,0.7806,0.1981,0.6754,165.4835,4353252,10218,185.9,2026-05-26T02:39:14,
lora_seed2,lora,cbis_ddsm,2,0.5140,0.2940,0.3970,266.1070,4353252,10218,99.3,2026-05-26T02:40:53,
vpt_deep_seed2,vpt_deep,isic2018_test,2,0.9469,0.0440,0.9020,5.7169,4150500,10249,296.1,2026-05-26T02:45:51,
vpt_deep_seed2,vpt_deep,ph2,2,0.9455,0.0332,0.8985,4.9913,4150500,10249,60.3,2026-05-26T02:46:51,
vpt_deep_seed2,vpt_deep,busi,2,0.7987,0.1587,0.6891,143.3874,4150500,10249,182.1,2026-05-26T02:49:53,
vpt_deep_seed2,vpt_deep,cbis_ddsm,2,0.5627,0.2430,0.4282,210.8776,4150500,10249,97.1,2026-05-26T02:51:31,
vpt_shallow_seed2,vpt_shallow,isic2018_test,2,0.9443,0.0434,0.8973,5.8967,4066020,10156,295.3,2026-05-26T02:56:27,
vpt_shallow_seed2,vpt_shallow,ph2,2,0.9436,0.0332,0.8949,5.0848,4066020,10156,61.2,2026-05-26T02:57:29,
vpt_shallow_seed2,vpt_shallow,busi,2,0.7834,0.1554,0.6667,194.4911,4066020,10156,183.9,2026-05-26T03:00:33,
vpt_shallow_seed2,vpt_shallow,cbis_ddsm,2,0.5314,0.2803,0.4085,198.4316,4066020,10156,97.5,2026-05-26T03:02:10,
