run_name,method,dataset,seed,dice_mean,dice_std,iou_mean,hd95_mean,trainable_params,peak_mem_mb,wall_clock_s,timestamp,notes
zero_shot,zero_shot,isic2018_test,0,0.9072,0.0642,0.8359,14.6066,0,10509,433.3,2026-05-25T17:22:19,
decoder_only_seed1_rand100,decoder_only,isic2018_test,1,0.9377,0.0451,0.8857,6.9663,4058340,10509,433.3,2026-05-25T17:22:19,
zero_shot,zero_shot,ph2,0,0.9054,0.0755,0.8343,17.0328,0,10509,89.3,2026-05-25T17:23:49,
decoder_only_seed1_rand100,decoder_only,ph2,1,0.9404,0.0295,0.8890,5.3583,4058340,10509,89.3,2026-05-25T17:23:49,
zero_shot,zero_shot,busi,0,0.8234,0.0884,0.7082,20.4212,0,10509,263.6,2026-05-25T17:28:13,
decoder_only_seed1_rand100,decoder_only,busi,1,0.8151,0.1270,0.7046,65.6713,4058340,10509,263.6,2026-05-25T17:28:13,
zero_shot,zero_shot,cbis_ddsm,0,0.6924,0.1640,0.5506,15.2832,0,10509,134.6,2026-05-25T17:30:27,
decoder_only_seed1_rand100,decoder_only,cbis_ddsm,1,0.6203,0.2402,0.4885,43.7016,4058340,10509,134.6,2026-05-25T17:30:27,
full_ft_seed1_rand100,full_ft,isic2018_test,1,0.9407,0.0441,0.8910,6.1818,93729252,10185,298.0,2026-05-25T17:35:27,
full_ft_seed1_rand100,full_ft,ph2,1,0.9403,0.0377,0.8896,5.7452,93729252,10185,60.2,2026-05-25T17:36:27,
full_ft_seed1_rand100,full_ft,busi,1,0.8601,0.0874,0.7634,24.3072,93729252,10185,180.6,2026-05-25T17:39:28,
full_ft_seed1_rand100,full_ft,cbis_ddsm,1,0.6693,0.2253,0.5392,68.5774,93729252,10185,95.8,2026-05-25T17:41:04,
lora_seed1_rand100,lora,isic2018_test,1,0.9385,0.0484,0.8876,7.1302,4353252,10218,299.6,2026-05-25T17:46:05,
lora_seed1_rand100,lora,ph2,1,0.9453,0.0341,0.8981,4.1379,4353252,10218,61.1,2026-05-25T17:47:06,
lora_seed1_rand100,lora,busi,1,0.7146,0.2283,0.5983,179.8566,4353252,10218,186.5,2026-05-25T17:50:13,
lora_seed1_rand100,lora,cbis_ddsm,1,0.2468,0.2502,0.1686,260.8675,4353252,10218,99.7,2026-05-25T17:51:52,
vpt_deep_seed1_rand100,vpt_deep,isic2018_test,1,0.9353,0.0452,0.8816,7.6274,4150500,10249,297.0,2026-05-25T17:56:51,
vpt_deep_seed1_rand100,vpt_deep,ph2,1,0.9412,0.0297,0.8903,4.9987,4150500,10249,60.4,2026-05-25T17:57:51,
vpt_deep_seed1_rand100,vpt_deep,busi,1,0.7286,0.1971,0.6059,138.7844,4150500,10249,182.5,2026-05-25T18:00:54,
vpt_deep_seed1_rand100,vpt_deep,cbis_ddsm,1,0.3542,0.2779,0.2535,233.6948,4150500,10249,97.1,2026-05-25T18:02:31,
vpt_shallow_seed1_rand100,vpt_shallow,isic2018_test,1,0.9267,0.0481,0.8668,10.0416,4066020,10156,295.6,2026-05-25T18:07:29,
vpt_shallow_seed1_rand100,vpt_shallow,ph2,1,0.9321,0.0346,0.8747,7.1694,4066020,10156,59.9,2026-05-25T18:08:29,
vpt_shallow_seed1_rand100,vpt_shallow,busi,1,0.7144,0.2024,0.5893,148.0960,4066020,10156,180.5,2026-05-25T18:11:29,
vpt_shallow_seed1_rand100,vpt_shallow,cbis_ddsm,1,0.2582,0.2591,0.1778,259.3526,4066020,10156,96.7,2026-05-25T18:13:06,
