image_id,dice,iou,hd95,iou_pred,drift,drift_enc
benign_benign (1),0.9078295342036882,0.8312159710001777,2.0,0.47226718068122864,0.014513194561004639,0.0
benign_benign (10),0.97625469353232,0.9536109102185303,0.0,0.5689358711242676,0.038827717304229736,0.0
benign_benign (100),0.5883898337043224,0.41682175982870984,158.79547119140625,0.4894159734249115,0.058833956718444824,0.0
benign_benign (101),0.9232826668431312,0.8574977279698578,2.8284270763397217,0.5333735346794128,0.01587742567062378,0.0
benign_benign (102),0.9380219780226116,0.8832781456976113,2.0,0.5604363679885864,0.04001742601394653,0.0
benign_benign (103),0.9504042444579441,0.9054955104763427,0.0,0.536255955696106,0.044733405113220215,0.0
benign_benign (104),0.8834408078912617,0.7912171733909538,4.0,0.5020760297775269,0.01998615264892578,0.0
benign_benign (105),0.9556456216475726,0.9150587592284745,0.0,0.5607104897499084,0.02907562255859375,0.0
benign_benign (106),0.9128023417061366,0.8395918945803414,3.605551242828369,0.5618231296539307,0.03217267990112305,0.0
benign_benign (107),0.9261162498589445,0.862398979163658,2.8284270763397217,0.6088846921920776,0.026369988918304443,0.0
benign_benign (108),0.8577507868277592,0.7509313877742179,11.180339813232422,0.581729531288147,0.034047603607177734,0.0
benign_benign (109),0.9472286911972649,0.8997478210865837,1.0,0.5740859508514404,0.04974442720413208,0.0
benign_benign (11),0.9105190531885661,0.8357365549813451,2.0,0.4513576030731201,0.014523625373840332,0.0
benign_benign (110),0.9466387599471339,0.8986838740145535,1.0,0.5788646936416626,0.04017221927642822,0.0
benign_benign (111),0.885321860007105,0.794239905000342,6.0,0.5524551272392273,0.016859710216522217,0.0
benign_benign (112),0.9133065334830346,0.8404454076795124,3.0,0.5352898240089417,0.03146636486053467,0.0
benign_benign (113),0.9432938338933607,0.8926737291315981,1.0,0.6012142896652222,0.03372502326965332,0.0
benign_benign (114),0.8351290733995766,0.7169284204210673,21.260292053222656,0.6145511865615845,0.02856767177581787,0.0
benign_benign (115),0.9031011376062614,0.8233221571959242,5.0,0.591390073299408,0.01592165231704712,0.0
benign_benign (116),0.9193394068006432,0.8507198398759935,2.2360680103302,0.39867278933525085,0.025548934936523438,0.0
benign_benign (117),0.900438559502816,0.8189069990481723,5.385164737701416,0.6094229221343994,0.03355330228805542,0.0
benign_benign (118),0.8878067171482671,0.7982485875820199,5.0,0.5629346966743469,0.02649146318435669,0.0
benign_benign (119),0.9131544214732444,0.8401878238471351,2.8284270763397217,0.5218972563743591,0.02750009298324585,0.0
benign_benign (12),0.8384763029795899,0.7218761917221461,6.082762718200684,0.5212885737419128,0.018431484699249268,0.0
benign_benign (120),0.8640942197638162,0.7607094134350042,5.0,0.469678670167923,0.012969017028808594,0.0
benign_benign (121),0.9371140991682044,0.8816695173359128,2.0,0.57508784532547,0.03261876106262207,0.0
benign_benign (122),0.9295648411433804,0.8683990183378548,2.2360680103302,0.6109961271286011,0.036971449851989746,0.0
benign_benign (123),0.9470207932906952,0.8993727390411972,1.0,0.6069995760917664,0.04391735792160034,0.0
benign_benign (124),0.9024275400255721,0.8222031555449638,4.0,0.5288693308830261,0.03799080848693848,0.0
benign_benign (125),0.9170802786796102,0.8468589689810059,2.2360680103302,0.5298730134963989,0.02544236183166504,0.0
benign_benign (126),0.8973208873844377,0.8137642920101316,4.242640495300293,0.5380010604858398,0.0196152925491333,0.0
