image_id,dice,iou,hd95,iou_pred,drift,drift_enc
IMD002,0.9644477703323847,0.931336674966229,0.0,0.5418593287467957,0.13383197784423828,0.5810827016830444
IMD003,0.9444500291523977,0.894746866786829,1.4142135381698608,0.5698254108428955,0.08714205026626587,0.6859547793865204
IMD004,0.935145418450568,0.8781907263714369,4.0,0.523224413394928,0.12011140584945679,0.5367957651615143
IMD006,0.8642500446633709,0.7609509827432839,24.0,0.5741191506385803,0.0675998330116272,0.719249039888382
IMD008,0.9604874563355014,0.92397870731784,0.0,0.6045807600021362,0.031947195529937744,0.592107355594635
IMD009,0.9565584494298361,0.9167340987211939,0.0,0.5671828389167786,0.08219915628433228,0.7256969511508942
IMD010,0.9703852186810742,0.9424740556252181,0.0,0.5967386364936829,0.0401531457901001,0.6948333382606506
IMD013,0.9537988435901332,0.9116782539826116,0.0,0.6103631258010864,0.027324259281158447,0.5256390869617462
IMD014,0.9350467136535704,0.8780166469663654,5.0,0.5288711786270142,0.07491105794906616,0.33620399236679077
IMD015,0.9637837870767642,0.930099119331483,0.0,0.5564972162246704,0.049867987632751465,0.36959922313690186
IMD016,0.9683036808718394,0.9385549438523516,0.0,0.5876085758209229,0.03685712814331055,0.6102579832077026
IMD017,0.982878565993675,0.9663335498911485,0.0,0.601526141166687,0.09932047128677368,0.4492174983024597
IMD018,0.979649767276932,0.9601112793032759,0.0,0.5714490413665771,0.038873136043548584,0.5356735587120056
IMD019,0.9804367334730261,0.9616242225094704,0.0,0.5518430471420288,0.08547508716583252,0.4962674379348755
IMD020,0.9794976195438682,0.9598190443281721,0.0,0.5378596186637878,0.04524797201156616,0.401126503944397
IMD021,0.9668996611615123,0.9359203794752555,0.0,0.5865040421485901,0.05285966396331787,0.38428759574890137
IMD022,0.9381269255277537,0.8834642746678519,3.605551242828369,0.5433173775672913,0.14043587446212769,0.603183925151825
IMD023,0.9756410445886374,0.952440586802765,0.0,0.6426085233688354,0.531639963388443,0.3695782423019409
IMD024,0.937622821603982,0.8825705603166695,2.2360680103302,0.5723115801811218,0.03760594129562378,0.6764335334300995
IMD025,0.960911624684514,0.9247640985233438,0.0,0.5660510659217834,0.05162084102630615,0.5065768659114838
IMD027,0.9524829456117656,0.9092767908854879,0.0,0.5872560739517212,0.05847662687301636,0.5278795957565308
IMD030,0.9478169835930975,0.9008100005547333,1.0,0.5844212770462036,0.1509265899658203,0.5090757608413696
IMD031,0.9866762984783383,0.9737029707256523,0.0,0.61374831199646,0.16408801078796387,0.3916434645652771
IMD032,0.944892190752712,0.8955408939934737,2.2360680103302,0.591824471950531,0.0978500247001648,0.4290587306022644
IMD033,0.9318902169922136,0.8724666994138158,6.0,0.5721173286437988,0.17890167236328125,0.40734243392944336
IMD035,0.8622353216766774,0.7578327382671401,25.0,0.5825448632240295,0.09768062829971313,0.6755892336368561
IMD036,0.9783918324231069,0.9576977391867942,0.0,0.5838156938552856,0.11168545484542847,0.7334945797920227
IMD037,0.949812298740831,0.9044214644699556,1.0,0.5889948606491089,0.07307928800582886,0.6472867727279663
IMD038,0.9313496677391332,0.8715195603498188,3.605551242828369,0.5698262453079224,0.09306919574737549,0.5874374806880951
