bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,0,,
0.4,0.5,42,0.4864822846083414,0.2308963783282699
0.5,0.6000000000000001,319,0.5428726882396447,0.22792771249999186
0.6000000000000001,0.7000000000000001,1,0.6004198789596558,0.0107557184251206
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
