bin_lo,bin_hi,n,conf_mean,true_mean
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,0,,
0.4,0.5,12,0.46072838207085925,0.8151237815050547
0.5,0.6000000000000001,163,0.5540310279723325,0.8555958666101721
0.6000000000000001,0.7000000000000001,25,0.617031364440918,0.8718034181414207
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,0,,
