run_name,dataset,detector,threshold,auroc,auprc,n,n_fail
zero_shot,cbis_ddsm,iou_pred,0.5,0.7125160875160875,0.7765252518973039,362,222
zero_shot,cbis_ddsm,drift,0.5,0.5,0.650595489654659,362,222
zero_shot,cbis_ddsm,iou_pred,0.3,0.6798306603627824,0.5973600562669279,362,161
zero_shot,cbis_ddsm,drift,0.3,0.5,0.4596942453098675,362,161
zero_shot,cbis_ddsm,iou_pred,0.4,0.6593094605733125,0.6343271342897695,362,183
zero_shot,cbis_ddsm,drift,0.4,0.5,0.5197637367526511,362,183
zero_shot,cbis_ddsm,iou_pred,0.6,0.6690715552927262,0.8370067340787654,362,267
zero_shot,cbis_ddsm,drift,0.6,0.5,0.7513232188727353,362,267
zero_shot,cbis_ddsm,iou_pred,0.7,0.7251194267515924,0.943883015715059,362,314
zero_shot,cbis_ddsm,drift,0.7,0.5,0.8505168030793968,362,314
