image_id,dice,iou,hd95,iou_pred
benign_benign (1),0.6221822933990377,0.45157083586821917,464.1722717285156,0.4920022189617157
benign_benign (10),0.9389549383632942,0.8849340827387183,2.0,0.5628910064697266
benign_benign (100),0.3978196593048127,0.24829892690800107,497.8513488769531,0.5755984783172607
benign_benign (101),0.843836989203768,0.7298598738513093,435.0,0.5068743824958801
benign_benign (102),0.7238641343524702,0.5672312438208809,387.0,0.5530377626419067
benign_benign (103),0.9112758885199093,0.8370126820115111,9.486832618713379,0.5652768015861511
benign_benign (104),0.6071796987962595,0.43593541700311383,786.015625,0.5168257355690002
benign_benign (105),0.7595629602328656,0.6123349560602271,409.2825012207031,0.5475253462791443
benign_benign (106),0.6357826470275189,0.4660420464896028,441.7060546875,0.5542066097259521
benign_benign (107),0.8989854626927185,0.8165064422267938,5.0,0.5625559091567993
benign_benign (108),0.40462628164343106,0.25362476327265027,647.40869140625,0.5211313962936401
benign_benign (109),0.9517609160555491,0.9079616765237889,0.0,0.562425971031189
benign_benign (11),0.6186193793781748,0.4478268843345107,409.0,0.48326656222343445
benign_benign (110),0.847355368034043,0.7351401676938496,389.9677429199219,0.5435323119163513
benign_benign (111),0.5295988658548938,0.3601730531678573,444.7047424316406,0.510198712348938
benign_benign (112),0.32446054926813894,0.19364542514197555,472.75146484375,0.5623799562454224
benign_benign (113),0.7805364404150322,0.6400654076815534,428.0572509765625,0.5202315449714661
benign_benign (114),0.6445224012109511,0.47549469042563114,389.005126953125,0.6082677841186523
benign_benign (115),0.9088817303293579,0.8329818642011292,3.605551242828369,0.5631115436553955
benign_benign (116),0.07150179240295577,0.03707641113023875,771.909912109375,0.5369172692298889
benign_benign (117),0.8639583413128622,0.7604988203653354,376.35504150390625,0.5096253156661987
benign_benign (118),0.43925012489891346,0.28143530998515104,423.0,0.5575754642486572
benign_benign (119),0.5255520647441279,0.35643989332690196,433.2955017089844,0.5415223836898804
benign_benign (12),0.45203296146183214,0.2920171749346295,431.0,0.5328565239906311
benign_benign (120),0.15394759336848404,0.08339286189159476,549.7222290039062,0.5479529500007629
benign_benign (121),0.715243168931816,0.5567148207656941,84.89994049072266,0.5896874070167542
benign_benign (122),0.6951955893975428,0.5327967806935051,383.0,0.5728540420532227
benign_benign (123),0.7698513074703821,0.6258197176878313,411.0596008300781,0.5271399617195129
benign_benign (124),0.6571206731612445,0.4893370983060552,439.0,0.5721081495285034
benign_benign (125),0.5181942417826374,0.349704567500869,444.5845031738281,0.5617018938064575
benign_benign (126),0.6179708123818805,0.44714743938273877,446.5378723144531,0.559939980506897
benign_benign (127),0.4724452983610593,0.30928208192067463,450.13751220703125,0.5322343111038208
benign_benign (128),0.5298212140567836,0.3603787642250384,437.998779296875,0.5629910826683044
benign_benign (129),0.19684342714198266,0.10916602036191483,508.0,0.537373423576355
